item_id,instrument,alpha,key,is_reverse_keyed,text,construct_reported,text.1,text_norm,is_empty
it_101249,BIS_BAS,0.79,-1,True,Rarely enjoy behaving in a silly manner.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_101250,BIS_BAS,0.68,-1,True,Rarely get caught up in the excitement.,Excitement-seeking,,,True
it_101251,BIS_BAS,1994,-1,True,Rarely worry.,Behavioral Inhibition/Activation System,,,True
it_101252,BIS_BAS,1994,-1,True,Rarely worry.,Anxiety,,,True
it_101253,BIS_BAS,0.77,1,False,Take charge.,Ambition/Drive,,,True
it_101254,BIS_BAS,0.77,1,False,Try to surpass others' accomplishments.,Ambition/Drive,,,True
it_101255,BIS_BAS,0.77,1,False,Want to be in charge.,Ambition/Drive,,,True
it_101256,BIS_BAS,1994,1,False,Worry about what people think of me.,Behavioral Inhibition/Activation System,,,True
it_101257,BIS_BAS,1994,1,False,Worry about what people think of me.,Anxiety,,,True
it_101258,BIS_BAS,0.79,-1,True,Would never go hang gliding or bungee jumping.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_101259,Buss1980,0.81,1,False,Am constantly reflecting about myself.,Introspection/Private Self-Consciousness,,,True
it_101260,Buss1980,0.77,1,False,Am easily intimidated.,Public Self-consciousness,,,True
it_101261,Buss1980,0.77,-1,True,Am not concerned with making a good impression.,Public Self-consciousness,,,True
it_101262,Buss1980,0.77,-1,True,Am not easily bothered by things.,Public Self-consciousness,,,True
it_101263,Buss1980,0.77,-1,True,Am not embarrassed easily.,Public Self-consciousness,,,True
it_101264,Buss1980,0.81,-1,True,Don't try to figure myself out.,Introspection/Private Self-Consciousness,,,True
it_101265,Buss1980,0.77,-1,True,Don't worry about things that have already happened.,Public Self-consciousness,,,True
it_101266,Buss1980,0.81,1,False,Examine my motives constantly.,Introspection/Private Self-Consciousness,,,True
it_101267,Buss1980,0.77,-1,True,Feel comortable with myself.,Public Self-consciousness,,,True
it_101268,Buss1980,0.77,1,False,Feel threatened easily.,Public Self-consciousness,,,True
it_101269,Buss1980,0.81,1,False,Like to get lost in thought.,Introspection/Private Self-Consciousness,,,True
it_101270,Buss1980,0.81,1,False,Look for hidden meaning in things.,Introspection/Private Self-Consciousness,,,True
it_101271,Buss1980,0.77,1,False,Need reassurance.,Public Self-consciousness,,,True
it_101272,Buss1980,0.77,1,False,Need the approval of others.,Public Self-consciousness,,,True
it_101273,Buss1980,0.81,-1,True,Rarely look for a deeper meaning in things.,Introspection/Private Self-Consciousness,,,True
it_101274,Buss1980,0.81,-1,True,Seldom daydream.,Introspection/Private Self-Consciousness,,,True
it_101275,Buss1980,0.77,-1,True,Seldom feel blue.,Public Self-consciousness,,,True
it_101276,Buss1980,0.81,-1,True,Seldom get lost in thought.,Introspection/Private Self-Consciousness,,,True
it_101277,Buss1980,0.81,1,False,Try to examine myself objectively.,Introspection/Private Self-Consciousness,,,True
it_101278,Buss1980,0.77,1,False,Want to amount to something special in others' eyes.,Public Self-consciousness,,,True
it_101279,Buss1980,0.77,1,False,Worry about what people think of me.,Public Self-consciousness,,,True
it_101280,Cacioppo1982,0.93,1,False,Am quick to understand things.,Need for Cognition,,,True
it_101281,Cacioppo1982,0.93,-1,True,Avoid difficult reading material.,Need for Cognition,,,True
it_101282,Cacioppo1982,0.93,-1,True,Avoid philosophical discussions.,Need for Cognition,,,True
it_101283,Cacioppo1982,0.93,1,False,Can handle a lot of information.,Need for Cognition,,,True
it_101284,Cacioppo1982,0.93,-1,True,Have difficulty understanding abstract ideas.,Need for Cognition,,,True
it_101285,Cacioppo1982,0.93,1,False,Like to solve complex problems.,Need for Cognition,,,True
it_101286,Cacioppo1982,0.93,1,False,Love to read challenging material.,Need for Cognition,,,True
it_101287,Cacioppo1982,0.93,1,False,Love to think up new ways of doing things.,Need for Cognition,,,True
it_101288,Cacioppo1982,0.93,1,False,Need things explained only once.,Need for Cognition,,,True
it_101289,Cacioppo1982,0.93,-1,True,Try to avoid complex people.,Need for Cognition,,,True
it_101290,CAT-PD,"0.82,0.84",1,False,Act without planning.,Non-Planfulness,,,True
it_101291,CAT-PD,"0.85,0.83",1,False,Am a cold-hearted person.,Callousness,,,True
it_101292,CAT-PD,"0.82,0.84",-1,True,Am a firm believer in thinking things through.,Non-Planfulness,,,True
it_101293,CAT-PD,"0.83,0.84",-1,True,Am a law-abiding citizen.,Norm Violation,,,True
it_101294,CAT-PD,"0.86,0.82",1,False,Am a strange person.,Peculiarity,,,True
it_101295,CAT-PD,"0.82,0.85",-1,True,Am a very reliable person.,Irresponsibility,,,True
it_101296,CAT-PD,"0.83,0.85",1,False,"Am a workaholic, with little time for fun or pleasure.",Workaholism,,,True
it_101297,CAT-PD,"0.82,0.86",-1,True,Am able to describe my feelings easily.,Emotional Detachment,,,True
it_101298,CAT-PD,"0.83,0.84",1,False,Am able to read the minds of others.,Irrational Beliefs,,,True
it_101299,CAT-PD,"0.84,0.84",1,False,Am afraid that my life will be cut short by illness.,Health Anxiety,,,True
it_101300,CAT-PD,"0.84,0.83",1,False,Am always worried that my partner is going to leave me.,Relationship Insecurity,,,True
it_101301,CAT-PD,"0.84,0.89",-1,True,Am an energetic person.,Anhedonia,,,True
it_101302,CAT-PD,"0.88,0.85",-1,True,Am an honest person.,Manipulativeness,,,True
it_101303,CAT-PD,"0.86,0.82",1,False,Am considered to be kind of eccentric.,Peculiarity,,,True
it_101304,CAT-PD,"0.77,0.80",1,False,Am convinced that my way is the best way.,Rigidity,,,True
it_101305,CAT-PD,"0.81,0.85",1,False,Am easily controlled by others in my life.,Submissiveness,,,True
it_101306,CAT-PD,"0.82,0.88",1,False,Am easily disoriented.,Cognitive Problems,,,True
it_101307,CAT-PD,"0.83,0.88",1,False,Am easily distracted.,Non-Perseverance,,,True
it_101308,CAT-PD,"0.83,0.85",1,False,Am easily startled.,Anxiety,,,True
it_101309,CAT-PD,"0.82,0.86",1,False,Am emotionally reserved.,Emotional Detachment,,,True
it_101310,CAT-PD,"0.82,0.87",1,False,Am excited to inflict pain on others.,Hostile Aggression,,,True
it_101311,CAT-PD,"0.83,0.85",1,False,Am generally a fearful person.,Anxiety,,,True
it_101312,CAT-PD,"0.85,0.83",1,False,Am indifferent to the feelings of others.,Callousness,,,True
it_101313,CAT-PD,"0.77,0.80",1,False,Am inflexible when I think I'm right.,Rigidity,,,True
it_101314,CAT-PD,"0.83,0.84",1,False,Am known as a controlling person.,Dominance,,,True
it_101315,CAT-PD,"0.83,0.85",1,False,Am nervous or tense most of the time.,Anxiety,,,True
it_101316,CAT-PD,"0.85,0.83",1,False,Am not a caring person.,Callousness,,,True
it_101317,CAT-PD,"0.82,0.85",1,False,Am not a dependable person.,Irresponsibility,,,True
it_101318,CAT-PD,"0.84,0.89",1,False,Am not a joyful person.,Anhedonia,,,True
it_101319,CAT-PD,"0.85,0.83",1,False,Am not a sympathetic person.,Callousness,,,True
it_101320,CAT-PD,"0.82,0.86",1,False,Am not good at describing the emotions I feel throughout the day.,Emotional Detachment,,,True
it_101321,CAT-PD,"0.81,0.85",1,False,Am not happy until all the details are taken care of.,Perfectionism,,,True
it_101322,CAT-PD,"0.86,0.82",1,False,Am odd.,Peculiarity,,,True
it_101323,CAT-PD,"0.77,0.80",1,False,Am often accused of being narrow-minded.,Rigidity,,,True
it_101324,CAT-PD,"0.82,0.87",1,False,Am often out for revenge.,Hostile Aggression,,,True
it_101325,CAT-PD,"0.82,0.86",-1,True,Am open about my feelings.,Emotional Detachment,,,True
it_101326,CAT-PD,"0.84,0.83",1,False,Am paralyzed by a fear of rejection.,Relationship Insecurity,,,True
it_101327,CAT-PD,"0.83,0.88",-1,True,Am pretty trusting of others' motives.,Mistrust,,,True
it_101328,CAT-PD,"0.84,0.84",1,False,Am prone to complain about my health.,Health Anxiety,,,True
it_101329,CAT-PD,"0.83,0.88",1,False,Am quick to quit when the going gets tough.,Non-Perseverance,,,True
it_101330,CAT-PD,"0.82,0.87",1,False,Am ready to hit someone when I get angry.,Hostile Aggression,,,True
it_101331,CAT-PD,"0.88,0.88",1,False,Am sad most of the time.,Depression,,,True
it_101332,CAT-PD,"0.84,0.83",-1,True,Am secure in my relationships.,Relationship Insecurity,,,True
it_101333,CAT-PD,"0.82,0.83",1,False,Am sometimes so preoccupied with my own thoughts I don't realize others are trying to speak to me.,Fantasy Proneness,,,True
it_101334,CAT-PD,"0.84,0.83",1,False,Am usually convinced that my friends and romantic partners will betray me.,Relationship Insecurity,,,True
it_101335,CAT-PD,"0.82,0.85",1,False,Avoid responsibilities.,Irresponsibility,,,True
it_101336,CAT-PD,"0.83,0.84",1,False,Believe I have supernatural powers.,Irrational Beliefs,,,True
it_101337,CAT-PD,"0.77,0.80",1,False,Believe strongly that the world would be a much better place if I had my way.,Rigidity,,,True
it_101338,CAT-PD,"0.85,0.81",1,False,Believe that I am always right.,Grandiosity,,,True
it_101339,CAT-PD,"0.85,0.81",1,False,Believe that I am better than others.,Grandiosity,,,True
it_101340,CAT-PD,"0.77,0.80",1,False,Believe that most questions have one right answer.,Rigidity,,,True
it_101341,CAT-PD,"0.83,0.88",-1,True,Believe that people are basically honest and good.,Mistrust,,,True
it_101342,CAT-PD,"0.83,0.88",1,False,"Believe that, sooner or later, people always let you down.",Mistrust,,,True
it_101343,CAT-PD,"0.83,0.84",1,False,Boss people around.,Dominance,,,True
it_101344,CAT-PD,"0.83,0.84",1,False,Can control objects with my mind.,Irrational Beliefs,,,True
it_101345,CAT-PD,"0.83,0.84",1,False,Can predict the outcome of events.,Irrational Beliefs,,,True
it_101346,CAT-PD,"0.83,0.86",-1,True,Can remain cool-headed when stressed out.,Affective Lability,,,True
it_101347,CAT-PD,"0.83,0.84",1,False,Can see into the future.,Irrational Beliefs,,,True
it_101348,CAT-PD,"0.85,0.83",1,False,Can't be bothered with others_ needs.,Callousness,,,True
it_101349,CAT-PD,"0.82,0.85",1,False,Cannot be counted on to get things done.,Irresponsibility,,,True
it_101350,CAT-PD,"0.85,0.83",-1,True,Care about others.,Callousness,,,True
it_101351,CAT-PD,"0.88,0.85",1,False,Cheat to get ahead.,Manipulativeness,,,True
it_101352,CAT-PD,"0.83,0.89",1,False,Could easily live without having sex.,Romantic Disinterest,,,True
it_101353,CAT-PD,"0.88,0.85",1,False,Deceive people.,Manipulativeness,,,True
it_101354,CAT-PD,"0.85,0.81",1,False,Deserve special treatment from others.,Grandiosity,,,True
it_101355,CAT-PD,"0.88,0.88",1,False,Dislike myself.,Depression,,,True
it_101356,CAT-PD,"0.85,0.83",1,False,Do not care how my actions affect others.,Callousness,,,True
it_101357,CAT-PD,"0.83,0.87",1,False,Do not feel close to people.,Social Withdrawal,,,True
it_101358,CAT-PD,"0.77,0.80",1,False,Do not like reading or hearing opinions that go against my way of thinking.,Rigidity,,,True
it_101359,CAT-PD,"0.82,0.84",1,False,Do things without thinking of the consequences.,Non-Planfulness,,,True
it_101360,CAT-PD,"0.81,0.85",1,False,Don't consider a task finished until it's perfect.,Perfectionism,,,True
it_101361,CAT-PD,"0.82,0.83",-1,True,Don't enjoy being in the spotlight.,Exhibitionism,,,True
it_101362,CAT-PD,"0.83,0.85",-1,True,Don't let little things anger me.,Anger,,,True
it_101363,CAT-PD,"0.85,0.81",1,False,Don't think I should have to wait in lines like others.,Grandiosity,,,True
it_101364,CAT-PD,"0.83,0.89",1,False,Don't think much about sex.,Romantic Disinterest,,,True
it_101365,CAT-PD,"0.82,0.88",1,False,Easily lose my train of thought.,Cognitive Problems,,,True
it_101366,CAT-PD,"0.82,0.87",1,False,Enjoy a good brawl.,Hostile Aggression,,,True
it_101367,CAT-PD,"0.82,0.83",1,False,Enjoy flirting with complete strangers.,Exhibitionism,,,True
it_101368,CAT-PD,"0.83,0.87",-1,True,Enjoy going to social gatherings.,Social Withdrawal,,,True
it_101369,CAT-PD,"0.83,0.89",-1,True,Enjoy sexual experiences intensely.,Romantic Disinterest,,,True
it_101370,CAT-PD,"0.81,0.85",1,False,Expect nothing less than perfection.,Perfectionism,,,True
it_101371,CAT-PD,"0.84,0.82",1,False,Feel at times that I have left my body and am somehow outside my physical self.,Unusual Experiences,,,True
it_101372,CAT-PD,"0.83,0.87",-1,True,Feel comfortable around people.,Social Withdrawal,,,True
it_101373,CAT-PD,"0.82,0.83",1,False,Feel like my imagination can run wild.,Fantasy Proneness,,,True
it_101374,CAT-PD,"0.83,0.88",1,False,Feel like people often are out to get something from me.,Mistrust,,,True
it_101375,CAT-PD,"0.83,0.85",1,False,Feel my anxiety overwhelms me.,Anxiety,,,True
it_101376,CAT-PD,"0.87,0.86",1,False,Feel that cutting myself helps me feel better.,Self-harm,,,True
it_101377,CAT-PD,"0.83,0.85",1,False,Feel that my worry and anxiety is out of control.,Anxiety,,,True
it_101378,CAT-PD,"0.84,0.89",1,False,Feel that nothing seems to make me feel good.,Anhedonia,,,True
it_101379,CAT-PD,"0.85,0.81",1,False,Feel that others are beneath me.,Grandiosity,,,True
it_101380,CAT-PD,"0.83,0.88",1,False,Feel that others are out to get me.,Mistrust,,,True
it_101381,CAT-PD,"0.83,0.87",1,False,Find it difficult to approach others.,Social Withdrawal,,,True
it_101382,CAT-PD,"0.77,0.80",1,False,Find it difficult to compromise in policy debates.,Rigidity,,,True
it_101383,CAT-PD,"0.77,0.80",1,False,Find it difficult to consider as valid opinions that differ from my own.,Rigidity,,,True
it_101384,CAT-PD,"0.84,0.89",1,False,Find nothing excites me.,Anhedonia,,,True
it_101385,CAT-PD,"0.83,0.88",-1,True,Finish what I start.,Non-Perseverance,,,True
it_101386,CAT-PD,"0.82,0.85",-1,True,Follow through with my plans.,Irresponsibility,,,True
it_101387,CAT-PD,"0.82,0.88",-1,True,Formulate ideas clearly.,Cognitive Problems,,,True
it_101388,CAT-PD,"0.82,0.88",1,False,Frequently get things mixed up in my head.,Cognitive Problems,,,True
it_101389,CAT-PD,"0.87,0.86",1,False,Frequently have thoughts about killing myself.,Self-harm,,,True
it_101390,CAT-PD,"0.88,0.88",1,False,Generally focus on the negative side of things.,Depression,,,True
it_101391,CAT-PD,"0.84,0.83",-1,True,Generally trust my partners to be faithful to me.,Relationship Insecurity,,,True
it_101392,CAT-PD,"0.84,0.84",1,False,Get a thrill out of doing things that might kill me.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_101393,CAT-PD,"0.82,0.87",1,False,Get even with others.,Hostile Aggression,,,True
it_101394,CAT-PD,"0.83,0.84",1,False,Get in trouble with the law.,Norm Violation,,,True
it_101395,CAT-PD,"0.83,0.85",1,False,Get irritated easily.,Anger,,,True
it_101396,CAT-PD,"0.84,0.83",1,False,Get jealous easily.,Relationship Insecurity,,,True
it_101397,CAT-PD,"0.83,0.84",1,False,Got in trouble a lot at school.,Norm Violation,,,True
it_101398,CAT-PD,"0.82,0.88",-1,True,Have a good memory for things I've done throughout the day.,Cognitive Problems,,,True
it_101399,CAT-PD,"0.84,0.89",-1,True,Have a lot of fun.,Anhedonia,,,True
it_101400,CAT-PD,"0.81,0.80",1,False,Have a mouth that gets me into trouble.,Rudeness,,,True
it_101401,CAT-PD,"0.83,0.84",1,False,Have a rebellious side that gets me into trouble.,Norm Violation,,,True
it_101402,CAT-PD,"0.81,0.80",1,False,Have a reputation for asking inappropriate questions.,Rudeness,,,True
it_101403,CAT-PD,"0.83,0.84",1,False,Have a strong need for power.,Dominance,,,True
it_101404,CAT-PD,"0.83,0.85",1,False,Have a violent temper.,Anger,,,True
it_101405,CAT-PD,"0.83,0.84",1,False,Have always been a rule-breaker.,Norm Violation,,,True
it_101406,CAT-PD,"0.77,0.80",1,False,Have been told that I am rigid and inflexible.,Rigidity,,,True
it_101407,CAT-PD,"0.86,0.82",1,False,Have been told that my behavior often is bizarre.,Peculiarity,,,True
it_101408,CAT-PD,"0.82,0.86",1,False,Have difficulty expressing my feelings.,Emotional Detachment,,,True
it_101409,CAT-PD,"0.83,0.88",1,False,Have difficulty keeping my attention on a task.,Non-Perseverance,,,True
it_101410,CAT-PD,"0.82,0.86",1,False,Have difficulty showing affection.,Emotional Detachment,,,True
it_101411,CAT-PD,"0.83,0.84",1,False,Have done many things for which I could have been (or was) arrested.,Norm Violation,,,True
it_101412,CAT-PD,"0.88,0.85",1,False,Have exploited others for my own gain.,Manipulativeness,,,True
it_101413,CAT-PD,"0.77,0.80",1,False,Have fixed opinions.,Rigidity,,,True
it_101414,CAT-PD,"0.83,0.86",1,False,Have frequent mood swings.,Affective Lability,,,True
it_101415,CAT-PD,"0.84,0.82",1,False,Have had the feeling that I might not be human.,Unusual Experiences,,,True
it_101416,CAT-PD,"0.84,0.82",1,False,Have had the feeling that I was someone else.,Unusual Experiences,,,True
it_101417,CAT-PD,"0.83,0.89",1,False,Have little desire for sex or romance.,Romantic Disinterest,,,True
it_101418,CAT-PD,"0.84,0.84",1,False,Have medical problems that my doctors don't understand.,Health Anxiety,,,True
it_101419,CAT-PD,"0.83,0.85",1,False,Have noticed that I put my work ahead of too many other things.,Workaholism,,,True
it_101420,CAT-PD,"0.83,0.84",1,False,Have the power to cast spells on others.,Irrational Beliefs,,,True
it_101421,CAT-PD,"0.87,0.86",1,False,Have thoughts of injuring myself.,Self-harm,,,True
it_101422,CAT-PD,"0.84,0.89",1,False,Have trouble getting interested in things.,Anhedonia,,,True
it_101423,CAT-PD,"0.83,0.86",1,False,Have unpredictable emotions and moods.,Affective Lability,,,True
it_101424,CAT-PD,"0.87,0.86",1,False,Have urges to cut myself.,Self-harm,,,True
it_101425,CAT-PD,"0.87,0.86",1,False,Have written a suicide note.,Self-harm,,,True
it_101426,CAT-PD,"0.84,0.82",1,False,Hear voices talking about me when nobody is really there.,Unusual Experiences,,,True
it_101427,CAT-PD,"0.82,0.87",1,False,Hurt people.,Hostile Aggression,,,True
it_101428,CAT-PD,"0.81,0.80",1,False,I am known for saying offensive things.,Rudeness,,,True
it_101429,CAT-PD,"0.84,0.82",1,False,"I feel as if my body, or a part of it, has disappeared.",Unusual Experiences,,,True
